File,D_refs_1,D1_misses_1,D_refs_2,D1_misses_2
328, 734378993, 4538444, 830423646, 699251
329, 740542693, 4566087, 785682599, 295794
32, 2504984, 3620, 2555953, 3611
330, 746680244, 4621377, 790634874, 5298127
331, 752840701, 4649276, 1550336944, 82022323
332, 759050518, 4704979, 797904900, 1343112
333, 765312213, 4733124, 805934101, 704278
334, 771574867, 4789923, 811514427, 2670491
335, 777876169, 4818325, 920290740, 1327850
336, 784247766, 4875207, 832067211, 5672341
337, 790631026, 4904187, 1632292634, 86388319
338, 797067687, 4962169, 876132068, 513117
339, 803453744, 4991424, 1023758409, 1975869
33, 2677389, 3692, 2749089, 3652
340, 809967365, 5049821, 854567276, 306763
341, 816464325, 5079327, 873032513, 481702
342, 823039126, 5138861, 876619719, 335038
343, 829620193, 5168625, 950211517, 1140336
344, 836236103, 5228227, 947086383, 798251
345, 842874730, 5258594, 907731668, 379905
346, 849562920, 5319326, 893860436, 2924972
347, 856287679, 5349966, 1775130566, 94478105
348, 863055088, 5411133, 910764642, 358125
349, 869829688, 5442029, 1804654158, 95938488
34, 2851120, 3836, 3161034, 3795
350, 876682374, 5504353, 921761197, 534234
351, 883512482, 5535520, 941122087, 419545
352, 890396811, 5597912, 951836336, 343744
353, 897362857, 5629691, 1864704276, 99271644
354, 904345713, 5693249, 1051132054, 1119179
355, 911313215, 5725303, 964371381, 1542070
356, 918342365, 5789299, 1120422924, 1638836
357, 925425475, 5821614, 975001907, 441480
358, 932547223, 5886789, 981508502, 3259561
359, 939723027, 5919379, 1957240311, 104479205
35, 3034513, 3889, 3155869, 3790
360, 946894396, 5984640, 1008543641, 7083613
361, 954139145, 6017854, 1035330324, 968480
362, 961376638, 6084297, 1011962285, 3332330
363, 968664481, 6117795, 1076175011, 754624
364, 976023890, 6184689, 1119516429, 1055228
365, 983400224, 6218469, 1167651546, 1656035
366, 990795536, 6286560, 1042412897, 1240899
367, 998238538, 6320600, 2085315292, 111611764
368, 1005762393, 6388785, 1097832689, 9482201
369, 1013256339, 6423481, 1068037904, 931763
36, 3230442, 4071, 3374655, 3955
370, 1020799292, 6492864, 1089240490, 384007
371, 1028413875, 6527851, 1181058915, 1402348
372, 1036023933, 6597699, 1109321273, 8462692
373, 1043666171, 6632955, 2184943199, 117099573
374, 1051436470, 6704032, 1135991196, 709102
375, 1059128133, 6739573, 1159730361, 639081
376, 1066920259, 6810738, 1211794556, 1023401
