File,D_refs_1,D1_misses_1,D_refs_2,D1_misses_2
66, 12672097, 44279, 12972813, 44279
67, 13124316, 45514, 13438709, 45515
68, 13581031, 48031, 13909489, 48031
69, 14061331, 49314, 14404281, 49314
70, 14544232, 51920, 14902086, 51921
71, 15030880, 53262, 15404080, 53262
72, 15531473, 56035, 15920441, 56035
73, 16053771, 57505, 16458941, 57505
74, 16574859, 60363, 16996697, 60363
75, 17112935, 61897, 17551859, 61897
76, 17652002, 65017, 18108479, 65017
77, 18203518, 66607, 18678016, 66609
78, 18769906, 69811, 19262884, 69812
79, 19351212, 71460, 19863150, 71460
80, 19941022, 74871, 20472424, 74872
81, 20536670, 76660, 21088004, 76662
82, 21143463, 80145, 21715217, 80145
83, 21771355, 82007, 22364017, 82007
84, 22405191, 85794, 23019261, 85796
85, 23044512, 87719, 23680506, 87721
86, 23706636, 91594, 24365076, 91594
87, 24376765, 93582, 25058167, 93583
88, 25047680, 97681, 25752533, 97681
89, 25736690, 99826, 26465581, 99826
90, 26449649, 104015, 27203142, 104015
91, 27147136, 106232, 27925756, 106233
92, 27876200, 110758, 28680492, 110760
93, 28620109, 113054, 29450628, 113058
94, 29370602, 117673, 30227900, 117674
95, 30132495, 120040, 31017161, 120041
96, 30905561, 124884, 31818167, 124886
97, 31694279, 127415, 32635393, 127417
98, 32489429, 132375, 33459648, 132376
99, 33307842, 134990, 34307760, 134991
