File,D_refs_1,D1_misses_1,D_refs_2,D1_misses_2
59, 9774849, 6307, 9990821, 6309
60, 10167213, 6537, 10394165, 6538
61, 10562106, 6601, 10800404, 10938
62, 10963530, 36992, 11213529, 37002
63, 11375362, 38111, 11637468, 38111
64, 11802267, 40302, 12076853, 40302
65, 12227170, 41536, 12575192, 41663
66, 12672093, 44279, 13035237, 42774
67, 13124310, 45514, 13502999, 43170
68, 13581025, 48031, 13975707, 42182
69, 14061337, 49314, 14472432, 42365
70, 14544228, 51920, 14972209, 46283
71, 15030886, 53262, 15476199, 9323
72, 15531472, 56035, 15994577, 9897
73, 16053767, 57505, 16535128, 9988
74, 16574859, 60363, 17074955, 10208
75, 17112932, 61897, 17632232, 10447
76, 17652005, 65017, 18190992, 10591
77, 18203518, 66607, 18762691, 10845
78, 18769906, 69811, 19349751, 11118
79, 19351210, 71460, 19952235, 11223
80, 19941016, 74871, 20563736, 11468
81, 20536676, 76660, 21181587, 11646
82, 21143481, 80145, 21811115, 11619
83, 21771379, 82007, 22462260, 12049
84, 22405191, 85794, 23119861, 12295
85, 23044512, 87719, 23783495, 12406
86, 23706640, 91594, 24470480, 12792
87, 24376770, 93582, 25166012, 12909
88, 25047680, 97681, 25862896, 13168
89, 25736647, 99824, 26578386, 13279
90, 26449644, 104015, 27318490, 13329
91, 27147136, 106232, 28162846, 16538
92, 27876200, 110758, 28922746, 16903
93, 28620103, 113054, 29698123, 17098
94, 29370602, 117673, 30480703, 17925
95, 30132497, 120040, 31275295, 18109
96, 30905561, 124884, 32081703, 18199
97, 31694275, 127415, 32904403, 18400
98, 32489418, 132375, 33734162, 18588
99, 33307842, 134990, 34587857, 19095
