File,D_refs_1,D1_misses_1,D_refs_2,D1_misses_2
421,1457251370,9511937,3098327581,9489915
422,1466908812,9602259,1546337434,5239348
423,1476541036,9647421,1572882912,9158356
424,1486221123,9737844,1694175745,1434705
425,1495943162,9783761,1583438175,10585050
426,1505736986,9875572,1596399071,423905
427,1515560085,9921809,1748395551,2037915
428,1525432746,10014165,1607591290,2778337
429,1535283848,10060715,1640652551,472887
42,4538018,3717,4744317,3910
430,1545250224,10154471,1628158313,1241763
431,1555225108,10201355,3316055484,10178185
432,1565258547,10295213,1659574311,11404313
433,1575360465,10342849,3360820051,10319361
434,1585443401,10438124,1702118908,13204544
435,1595571055,10486101,1689122415,11537601
436,1605734846,10581918,1698503989,3168754
437,1615994846,10630210,1749250572,1350038
438,1626303982,10727465,1904732570,2062966
439,1636618303,10776096,3497341429,10752073
43,4774862,3752,6518648,3992
440,1646991084,10873455,1743672521,11739477
441,1657407022,10922856,1760242492,512745
442,1667821592,11021651,1757572221,11368829
443,1678364618,11071397,3590420497,11046720
444,1688899471,11170762,1785446435,567952
445,1699447014,11220820,2033516574,2854875
446,1710095844,11321631,1803589681,6149973
447,1720764139,11372040,1817674180,4297000
448,1731482816,11472956,1838945276,12664470
449,1742240102,11524160,3733051886,11498938
44,5027208,4121,5146367,4106
450,1753049677,11626544,1927184432,998478
451,1763891248,11678085,1971565128,1866421
452,1774765314,11781034,2188786927,3251510
453,1785735124,11832910,1886495467,4497255
454,1796678747,11937347,1895205612,6475434
455,1807752681,11989568,2089100043,2267831
456,1818801202,12094115,1966763049,714084
457,1829938032,12147132,3929081276,191650383
458,1841108246,12253185,1942217923,6589498
459,1852298864,12306545,1973314461,14501096
45,5285972,4167,5442592,4165
460,1863579373,12413161,2017962619,756648
461,1874880572,12466872,4029632946,220947378
462,1886229828,12574997,1988558086,13376986
463,1897603267,12629079,4080524766,223940489
464,1909067006,12737305,2094192823,1024031
465,1920563958,12792181,2064281892,671396
466,1932087652,12901930,2740778019,6930547
467,1943635441,12957173,4183629534,230003665
468,1955267440,13067507,2092273351,587235
469,1966936161,13123094,2275542921,2620639
46,5555524,4280,5689936,4276
470,1978644462,13234969,2111126160,608233
471,1990421323,13290917,2103341230,4991981
472,2002256007,13402905,2289367497,1943748
473,2014036288,13459672,2152252669,877655
474,2026002242,13573205,2149017435,519708
475,2037933156,13630339,2158731340,918698
476,2049899985,13744477,2168130852,709604
477,2061962918,13801963,2178077926,1894771
478,2074044909,13917648,2188747457,7520268
479,2086207777,13975496,4503370727,247945056
47,5828134,4331,8105802,4326
480,2098344330,14091302,2225854212,15325859
481,2110560978,14149997,2261976444,1067361
482,2122881283,14267379,3017794801,7646566
483,2135173936,14326440,2314084438,915217
484,2147501315,14444418,2330602281,894722
485,2159938233,14503842,2592518529,3625359
486,2172360528,14623416,2172360523,14623427
487,2184893853,14683203,2184893829,14683214
488,2197446564,14802894,2197446539,14802905
489,2210030861,14863535,2210030881,14863546
48,6113401,4511,6264316,4498
490,2222727644,14984827,2222727651,14984838
491,2235388484,15045849,2235388480,15045860
492,2248168766,15167746,2371660316,1531168
493,2260951506,15229130,2436944124,1478397
494,2273740621,15352658,2398572420,841177
495,2286670271,15414413,2436289375,638811
496,2299566706,15538047,2425881933,16336316
497,2312577938,15600673,2456999648,643601
498,2325639881,15725939,2735175992,2953672
499,2338676726,15788950,5071464799,280532285
49,6401729,4580,6745281,4543
